cohort_id,First_Author,Publication_Title,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
364,Peng,Temporal dynamics of phosphorus during aquatic and terrestrial litter decomposition in an alpine forest,1,1,3.65153061696075e-11,NA,NA,NA,249.28206768109135,-494.5641353621827,-493.76834481658597,1.3333675846601756e-20,10,11
365,Perez,Effects of fungal inocula and habitat conditions on alder and eucalyptus leaf litter decomposition in streams of northern Spain,0.984593176154733,0.9823922013196948,0.14225352299299854,NA,NA,NA,4.783772825460734,-5.567545650921469,-5.408662567561797,0.14165245362743692,7,8
366,Perez,Effects of fungal inocula and habitat conditions on alder and eucalyptus leaf litter decomposition in streams of northern Spain,0.9756417787677233,0.972162032877398,0.1578835004198108,NA,NA,NA,3.9498001611684987,-3.8996003223369975,-3.740717238977326,0.17449039793368679,7,8
367,Perez,Effects of fungal inocula and habitat conditions on alder and eucalyptus leaf litter decomposition in streams of northern Spain,0.9806906517955787,0.9779321734806613,0.03562032965821486,NA,NA,NA,15.861327275265458,-27.722654550530915,-27.563771467171243,0.008881655194719305,7,8
368,Perez,Effects of fungal inocula and habitat conditions on alder and eucalyptus leaf litter decomposition in streams of northern Spain,0.9589002813108094,0.9530288929266393,0.10369997944813451,NA,NA,NA,7.3126442003203564,-10.625288400640713,-10.46640531728104,0.07527580016280465,7,8
375,Quinn,"Influences of leaf toughness and nitrogen content on in-stream processing and nutrient uptake by litter in a Waikato, New Zealand, pasture stream and streamside channels",0.9718959236417027,0.9662751083700433,0.2070660254293175,NA,NA,NA,1.4816389100426246,1.0367221799147508,0.6202411183708607,0.21438169443547384,5,6
377,Quinn,"Influences of leaf toughness and nitrogen content on in-stream processing and nutrient uptake by litter in a Waikato, New Zealand, pasture stream and streamside channels",0.9763982107057532,0.9716778528469038,0.13633599060907037,NA,NA,NA,3.9891309958177255,-3.978261991635451,-4.394743053179341,0.09293751167678263,5,6
378,Quinn,"Influences of leaf toughness and nitrogen content on in-stream processing and nutrient uptake by litter in a Waikato, New Zealand, pasture stream and streamside channels",0.9951596843171142,0.9939496053963928,0.04900675464763758,NA,NA,NA,8.542151914362934,-13.084303828725869,-13.865428003857668,0.009606648004374992,4,5
379,Quinn,"Influences of leaf toughness and nitrogen content on in-stream processing and nutrient uptake by litter in a Waikato, New Zealand, pasture stream and streamside channels",0.9745164178556245,0.9694197014267494,0.14138788137007896,NA,NA,NA,3.7708228738868876,-3.5416457477737753,-3.9581268093176654,0.09995266499159762,5,6
380,Quinn,"Influences of leaf toughness and nitrogen content on in-stream processing and nutrient uptake by litter in a Waikato, New Zealand, pasture stream and streamside channels",0.9685635861891766,0.9622763034270119,0.08235337672012376,NA,NA,NA,7.0137483833816,-10.0274967667632,-10.44397782830709,0.033910393286033104,5,6
381,Quinn,"Influences of leaf toughness and nitrogen content on in-stream processing and nutrient uptake by litter in a Waikato, New Zealand, pasture stream and streamside channels",0.9696862502623175,0.963623500314781,0.0779435216868944,NA,NA,NA,7.343958244171892,-10.687916488343784,-11.104397549887675,0.03037596286477689,5,6
383,Raviraja,Breakdown of Introduced and Native Leaves in Two Indian Streams,0.9654608408386474,0.9597043143117553,0.1045347000976551,NA,NA,NA,6.414611077382437,-8.829222154764874,-8.937401856654247,0.06556502114704016,6,7
384,Raviraja,Breakdown of Introduced and Native Leaves in Two Indian Streams,0.9740710905854535,0.969749605683029,0.10402956902031767,NA,NA,NA,6.448518366200597,-8.897036732401194,-9.005216434290567,0.06493290738331822,6,7
385,Raviraja,Breakdown of Introduced and Native Leaves in Two Indian Streams,0.9643784673182244,0.9584415452045951,0.1053623218423811,NA,NA,NA,6.359408938893596,-8.718817877787192,-8.826997579676565,0.06660731318410498,6,7
386,Raviraja,Breakdown of Introduced and Native Leaves in Two Indian Streams,0.9750436379393415,0.970884244262565,0.10396649521251948,NA,NA,NA,6.452763799110585,-8.90552759822117,-9.013707300110543,0.06485419276064901,6,7
387,Raviraja,Breakdown of Introduced and Native Leaves in Two Indian Streams,0.9590593745442085,0.9522359369682433,0.11882031486027385,NA,NA,NA,5.517957850118794,-7.035915700237588,-7.144095402126961,0.08470960334096768,6,7
391,Richardson,Litter breakdown and invertebrate association with three types of leaves in a temperate rainforest stream,0.9570576157867917,0.9463220197334896,0.17434407996107443,NA,NA,NA,2.196788519007477,-0.39357703801495436,-1.1747012131467538,0.12158343286989406,4,5
