cohort_id,weibull_alpha_025,weibull_alpha_975,weibulla_overlap_1
388,0.368638803606635,0.6316381626756702,FALSE
389,0.17980702147640829,0.929699694649303,FALSE
390,0.3759012529238466,0.5217108382980474,FALSE
391,0.17409840293808024,2.143381952794052,TRUE
392,0.8217925250887265,1.6060878727464534,TRUE
393,0.698965178244329,1.4065812110745326,TRUE
394,0.2462275518676965,0.6273676781222751,FALSE
395,0.19186269406876677,0.4703038466978128,FALSE
396,0.4218114181929205,0.8285848486934947,FALSE
421,0.1930366114261474,1.341653756205973,TRUE
422,1.0238605950277135,1.1800454374898557,FALSE
423,0.35101728091650486,2.0688721926335076,TRUE
424,0.6872666937759657,2.2404619638904757,TRUE
425,1.3816426195543743,1.546970517910682,FALSE
426,1.2216860237207359,1.2831640067763797,FALSE
427,1.2604998653596928,1.3147962610855572,FALSE
428,0.2951052441542922,1.1563914717862969,TRUE
429,0.9504124127650977,1.1424102921989023,TRUE
430,0.6189243267701046,1.6154350621273712,TRUE
431,0.8566666600078233,0.8834558402187114,FALSE
432,0.3657171021868704,0.6035652516014913,FALSE
433,0.4185370163147285,1.1825782962980447,TRUE
434,0.4565982418884847,0.5513086970637571,FALSE
435,0.48483804365399813,0.8716241320839253,FALSE
436,1.2355453233648428,2.192336875382473,FALSE
437,0.7506199191472521,1.3021767720666582,TRUE
446,0.31438443435784,0.8805592475731211,FALSE
447,0.3354432056124613,0.5152966088692458,FALSE
448,1.0143346774328845,1.267958056058948,FALSE
449,0.32347670653597005,1.7047627726964723,TRUE
452,0.3729096525757413,0.4356777081669094,FALSE
453,0.4663504656575962,0.48432810232853346,FALSE
454,0.5103283533242714,0.5133324501352785,FALSE
