site,MAT_C,species,litter_type,topmesh_mm,years_deployed,afdm_remain_per
BCI,25.6,ACSA,litter,1,0.51,44.03
BCI,25.6,ACSA,litter,1,0.77,24.71
BCI,25.6,ACSA,litter,1,1.01,21.74
BCI,25.6,ACSA,litter,1,1.28,22.91
BCI,25.6,ACSA,litter,1,1.86,6.92
BCI,25.6,ANGE,root,0.1,0,100
BCI,25.6,ANGE,root,0.1,0.28,68.43
BCI,25.6,ANGE,root,0.1,0.51,39.04
BCI,25.6,ANGE,root,0.1,0.77,40.07
BCI,25.6,ANGE,root,0.1,1.01,28.51
BCI,25.6,ANGE,root,0.1,1.86,12.58
BCI,25.6,ANGE,root,1,0,100
BCI,25.6,ANGE,root,1,1.82,NA
BCI,25.6,BOGR,litter,1,0,100
BCI,25.6,BOGR,litter,1,0.28,70.79
BCI,25.6,BOGR,litter,1,1.28,14.33
BCI,25.6,CEGR,litter,1,0,100
BCI,25.6,CEGR,litter,1,1.86,5.89
BCI,25.6,DRGL,root,0.1,0,100
BCI,25.6,DRGL,root,0.1,0.28,68.71
BCI,25.6,DRGL,root,0.1,0.51,47.57
BCI,25.6,DRGL,root,0.1,0.77,39.88
BCI,25.6,DRGL,root,0.1,1.01,28.16
BCI,25.6,DRGL,root,0.1,1.28,20.97
BCI,25.6,DRGL,root,0.1,1.86,17.52
BCI,25.6,DRGL,litter,1,0,100
BCI,25.6,DRGL,litter,1,0.28,73.27
BCI,25.6,DRGL,litter,1,0.51,14.2
BCI,25.6,DRGL,litter,1,0.77,7.71
BCI,25.6,DRGL,litter,1,1.01,2.88
BCI,25.6,DRGL,litter,1,1.28,NA
BCI,25.6,DRGL,litter,1,1.86,NA
BCI,25.6,FAGR,litter,1,0,100
BCI,25.6,FAGR,litter,1,0.51,46.25
BCI,25.6,LATR,litter,1,0,100
BCI,25.6,LATR,litter,1,1.01,6.85
BCI,25.6,PIEL,root,0.1,0,100
BCI,25.6,PIEL,root,0.1,0.28,76.6
BCI,25.6,PIEL,root,0.1,0.51,67.27
BCI,25.6,PIEL,root,0.1,1.01,65.99
BCI,25.6,PIEL,root,0.1,1.86,55.66
BCI,25.6,PIEL,litter,1,0,100
BCI,25.6,PIEL,litter,1,0.28,99.07
BCI,25.6,PIEL,litter,1,0.51,76.68
BCI,25.6,PIEL,litter,1,0.77,76.21
BCI,25.6,PIEL,litter,1,1.01,57.96
BCI,25.6,PIEL,litter,1,1.28,53.93
BCI,25.6,PIEL,litter,1,1.86,46.35
BCI,25.6,QUPR,litter,1,0,100
BCI,25.6,QUPR,litter,1,0.28,95.02
BCI,25.6,QUPR,litter,1,0.51,48.18
BCI,25.6,QUPR,litter,1,0.77,31.9
BCI,25.6,QUPR,litter,1,1.01,29.09
BCI,25.6,QUPR,litter,1,1.28,22.07
BCI,25.6,QUPR,litter,1,1.86,9.09
BCI,25.6,THPL,litter,1,0,100
BCI,25.6,THPL,litter,1,0.28,92.82
BCI,25.6,THPL,litter,1,0.51,60.83
BCI,25.6,THPL,litter,1,0.77,53.66
BCI,25.6,THPL,litter,1,1.01,29.64
BCI,25.6,THPL,litter,1,1.28,31.7
BCI,25.6,THPL,litter,1,1.86,15.83
BCI,25.6,TRAE,litter,1,0,100
BCI,25.6,TRAE,litter,1,0.28,89.13
BCI,25.6,TRAE,litter,1,0.51,27.56
BCI,25.6,TRAE,litter,1,0.77,27.25
BCI,25.6,TRAE,litter,1,1.01,12.47
BCI,25.6,TRAE,litter,1,1.28,16.09
BCI,25.6,TRAE,litter,1,1.86,8.38
SMR,NA,ACSA,litter,1,0,100
SMR,NA,ACSA,litter,1,0.98,84
SMR,NA,ACSA,litter,1,1.99,79
SMR,NA,ACSA,litter,1,3,72.41
SMR,NA,ACSA,litter,1,4,NA
SMR,NA,ACSA,litter,1,5,70.34
SMR,NA,ACSA,litter,1,6.02,66
SMR,NA,ACSA,litter,1,7.07,43.87
SMR,NA,ACSA,litter,1,9.07,NA
SMR,NA,ACSA,litter,1,9.98,63.6
SMR,NA,ANGE,root,0.1,0,100
SMR,NA,ANGE,root,0.1,0.98,55.58
SMR,NA,ANGE,root,0.1,1.99,49.92
SMR,NA,ANGE,root,0.1,3,36.19
SMR,NA,ANGE,root,0.1,4,42.83
SMR,NA,ANGE,root,0.1,5,44.29
SMR,NA,ANGE,root,0.1,6.02,20.85
SMR,NA,ANGE,root,0.1,7.07,36.04
SMR,NA,ANGE,root,0.1,9.07,8.75
SMR,NA,ANGE,root,0.1,9.98,9.42
SMR,NA,ANSC,litter,1,0,100
SMR,NA,ANSC,litter,1,7.07,55.84
SMR,NA,CEGR,litter,1,0,100
SMR,NA,CEGR,litter,1,4,71.76
SMR,NA,CONU,litter,1,0,100
SMR,NA,CONU,litter,1,9.07,NA
SMR,NA,DRGL,root,0.1,0,100
SMR,NA,DRGL,root,0.1,0.98,67.62
SMR,NA,DRGL,root,0.1,1.99,65.45
SMR,NA,DRGL,root,0.1,3,57.28
SMR,NA,DRGL,root,0.1,4,41.83
SMR,NA,DRGL,root,0.1,5,38.77
SMR,NA,DRGL,root,0.1,6.02,34.04
SMR,NA,DRGL,root,0.1,7.07,30.17
SMR,NA,DRGL,root,0.1,9.07,29.61
SMR,NA,DRGL,root,0.1,9.98,15.76
SMR,NA,DRGL,litter,1,0,100
SMR,NA,DRGL,litter,1,0.98,80.68
SMR,NA,DRGL,litter,1,1.99,71.88
SMR,NA,DRGL,litter,1,3,61.6
SMR,NA,DRGL,litter,1,4,49.4
SMR,NA,DRGL,litter,1,6.02,27.1
SMR,NA,DRGL,litter,1,7.07,32.87
SMR,NA,DRGL,litter,1,9.07,52.38
SMR,NA,DRGL,litter,1,9.98,30.83
SMR,NA,FAGR,litter,1,0,100
SMR,NA,FAGR,litter,1,9.98,79.24
SMR,NA,PIEL,root,0.1,0,100
SMR,NA,PIEL,root,0.1,0.98,80.65
SMR,NA,PIEL,root,0.1,1.99,75.84
SMR,NA,PIEL,root,0.1,3,79.09
SMR,NA,PIEL,root,0.1,4,59.63
SMR,NA,PIEL,root,0.1,5,77.28
SMR,NA,PIEL,root,0.1,6.02,50.38
SMR,NA,PIEL,root,0.1,7.07,63.16
SMR,NA,PIEL,root,0.1,9.07,43.11
SMR,NA,PIEL,root,0.1,9.98,32.41
SMR,NA,PIRE,litter,1,0,100
SMR,NA,PIRE,litter,1,0.98,95.11
SMR,NA,PIRE,litter,1,1.99,87.62
SMR,NA,PIRE,litter,1,3,85.31
SMR,NA,PIRE,litter,1,7.07,48.53
SMR,NA,PIRE,litter,1,9.07,NA
SMR,NA,PIST,litter,1,0,100
SMR,NA,PIST,litter,1,1.99,85.73
SMR,NA,POTR,litter,1,0,100
SMR,NA,POTR,litter,1,0.98,86.49
SMR,NA,QUPR,litter,1,0,100
SMR,NA,QUPR,litter,1,0.98,96.68
SMR,NA,QUPR,litter,1,1.99,89.03
SMR,NA,QUPR,litter,1,3,89.28
SMR,NA,QUPR,litter,1,4,82.95
SMR,NA,QUPR,litter,1,6.02,71.75
SMR,NA,QUPR,litter,1,7.07,49.25
SMR,NA,QUPR,litter,1,9.07,NA
SMR,NA,QUPR,litter,1,9.98,NA
SMR,NA,ROPS,litter,1,0,100
SMR,NA,ROPS,litter,1,3,79.04
SMR,NA,THPL,litter,1,0,100
SMR,NA,THPL,litter,1,0.98,91.89
SMR,NA,THPL,litter,1,1.99,90.22
SMR,NA,THPL,litter,1,3,87.74
SMR,NA,THPL,litter,1,4,72.56
SMR,NA,THPL,litter,1,6.02,65.73
SMR,NA,THPL,litter,1,7.07,61.46
SMR,NA,THPL,litter,1,9.07,51.06
SMR,NA,THPL,litter,1,9.98,50.87
SMR,NA,TRAE,litter,1,0,100
SMR,NA,TRAE,litter,1,0.98,85.81
SMR,NA,TRAE,litter,1,1.99,81.23
SMR,NA,TRAE,litter,1,3,70.05
SMR,NA,TRAE,litter,1,6.02,38.39
SMR,NA,TRAE,litter,1,7.07,32.51
SMR,NA,TRAE,litter,1,9.07,NA
SMR,NA,VOFE,litter,1,0,100
SMR,NA,VOFE,litter,1,6.02,84.4
